#Deco_Type|Place_On|FillRatio|Biome|Y_Min|Y_Max|Deco_Node|HeightMax|SpawnBy|NumSpawnBy|||
#||||||||||||
||||||||||||
plants|lib_materials:dirt_dry|0.001|temperate_arid|coastal|lowland|cactus_globe|nil|nil|nil|||
plants|lib_materials:dirt_dry|0.001|temperate_arid|coastal|lowland|cactus_purple_column|nil|nil|nil|||
plants|lib_materials:dirt_dry|0.001|temperate_arid|coastal|lowland|cactus_vine|nil|nil|nil|||
plants|lib_materials:dirt_dry|0.001|temperate_arid|coastal|lowland|plant_nettle_scotch_broom|nil|nil|nil|||
plants|lib_materials:dirt_dry|0.005|temperate_arid|coastal|lowland|grass_dry_1;grass_dry_2;grass_dry_3;grass_dry_4;grass_dry_5|nil|nil|nil|||
#||||||||||||
#SHELF||||||||||||
plants|lib_materials:dirt_clayey|0.001|temperate_arid|lowland|shelf|cactus_column_01|nil|nil|nil|||
plants|lib_materials:dirt_clayey|0.001|temperate_arid|lowland|shelf|cactus_globe|nil|nil|nil|||
plants|lib_materials:dirt_clayey|0.001|temperate_arid|lowland|shelf|cactus_purple_column|nil|nil|nil|||
plants|lib_materials:dirt_clayey|0.001|temperate_arid|lowland|shelf|cactus_vine|nil|nil|nil|||
plants|lib_materials:dirt_clayey|0.001|temperate_arid|lowland|shelf|plant_nettle_scotch_broom|nil|nil|nil|||
plants|lib_materials:dirt_clayey|0.005|temperate_arid|lowland|shelf|grass_dry_1;grass_dry_2;grass_dry_3;grass_dry_4;grass_dry_5|nil|nil|nil|||
#||||||||||||
#HIGHLAND||||||||||||
plants|lib_materials:dirt_sandy|0.001|temperate_arid|shelf|highland|cactus_column_01|nil|nil|nil|||
plants|lib_materials:dirt_sandy|0.001|temperate_arid|shelf|highland|cactus_globe|nil|nil|nil|||
plants|lib_materials:dirt_sandy|0.001|temperate_arid|shelf|highland|cactus_purple_column|nil|nil|nil|||
plants|lib_materials:dirt_sandy|0.001|temperate_arid|shelf|highland|cactus_vine|nil|nil|nil|||
plants|lib_materials:dirt_sandy|0.001|temperate_arid|shelf|highland|plant_nettle_scotch_broom|nil|nil|nil|||
plants|lib_materials:dirt_sandy|0.005|temperate_arid|shelf|highland|grass_dry_1;grass_dry_2;grass_dry_3;grass_dry_4;grass_dry_5|nil|nil|nil|||
#||||||||||||
#COOL HUMID||||||||||||
#Deco_Type|Place_On|FillRatio|Biome|Y_Min|Y_Max|Deco_Node|HeightMax|SpawnBy|NumSpawnBy|||
#||||||||||||
#COASTAL||||||||||||
trees|lib_materials:dirt_with_litter_coniferous|0.004|cool_humid|beach|coastal|conifers_01;conifers_02;conifers_03;conifers_04;conifers_05;conifers_06;conifers_07||||||
#||||||||||||
trees|lib_materials:dirt_black_with_litter_coniferous|0.004|cool_humid|beach|coastal|fir_01;fir_02||||||
trees|lib_materials:dirt_black_with_litter_coniferous|0.004|cool_humid|beach|coastal|fir_coast_01;fir_coast_02||||||
trees|lib_materials:dirt_black_with_litter_coniferous|0.004|cool_humid|beach|coastal|fir_doug_01;fir_doug_02||||||
trees|lib_materials:dirt_black_with_litter_coniferous|0.004|cool_humid|beach|coastal|spruce_01;spruce_02;spruce_03;spruce_04||||||
plants|lib_materials:dirt_black_with_litter_coniferous|0.08|cool_humid|beach|coastal|fern_broadleaf_fern;fern_broadleaf_fern2|nil|nil|nil|||
plants|lib_materials:dirt_black_with_litter_coniferous|0.08|cool_humid|beach|coastal|fern_ladyfern;fern_ladyfern2|nil|nil|nil|||
plants|lib_materials:dirt_black_with_litter_coniferous|0.08|cool_humid|beach|coastal|fern_fiddlehead|nil|nil|nil|||
plants|lib_materials:dirt_black_with_litter_coniferous|0.08|cool_humid|beach|coastal|mushroom_brown;mushroom_red|nil|nil|nil|||
#||||||||||||
trees|lib_materials:dirt_brown_with_litter_coniferous|0.004|cool_humid|beach|coastal|fir_01;fir_02||||||
trees|lib_materials:dirt_brown_with_litter_coniferous|0.004|cool_humid|beach|coastal|fir_coast_01;fir_coast_02||||||
trees|lib_materials:dirt_brown_with_litter_coniferous|0.004|cool_humid|beach|coastal|fir_doug_01;fir_doug_02||||||
trees|lib_materials:dirt_brown_with_litter_coniferous|0.004|cool_humid|beach|coastal|spruce_01;spruce_02;spruce_03;spruce_04||||||
plants|lib_materials:dirt_brown_with_litter_coniferous|0.08|cool_humid|beach|coastal|fern_broadleaf_fern;fern_broadleaf_fern2|nil|nil|nil|||
plants|lib_materials:dirt_brown_with_litter_coniferous|0.08|cool_humid|beach|coastal|fern_ladyfern;fern_ladyfern2|nil|nil|nil|||
plants|lib_materials:dirt_brown_with_litter_coniferous|0.08|cool_humid|beach|coastal|fern_fiddlehead|nil|nil|nil|||
plants|lib_materials:dirt_brown_with_litter_coniferous|0.08|cool_humid|beach|coastal|mushroom_brown;mushroom_red|nil|nil|nil|||
#||||||||||||
trees|lib_materials:dirt_clayey_with_litter_coniferous|0.004|cool_humid|beach|coastal|fir_01;fir_02||||||
trees|lib_materials:dirt_clayey_with_litter_coniferous|0.004|cool_humid|beach|coastal|fir_coast_01;fir_coast_02||||||
trees|lib_materials:dirt_clayey_with_litter_coniferous|0.004|cool_humid|beach|coastal|fir_doug_01;fir_doug_02||||||
trees|lib_materials:dirt_clayey_with_litter_coniferous|0.004|cool_humid|beach|coastal|spruce_01;spruce_02;spruce_03;spruce_04||||||
plants|lib_materials:dirt_clayey_with_litter_coniferous|0.08|cool_humid|beach|coastal|fern_broadleaf_fern;fern_broadleaf_fern2|nil|nil|nil|||
plants|lib_materials:dirt_clayey_with_litter_coniferous|0.08|cool_humid|beach|coastal|fern_ladyfern;fern_ladyfern2|nil|nil|nil|||
plants|lib_materials:dirt_clayey_with_litter_coniferous|0.08|cool_humid|beach|coastal|fern_fiddlehead|nil|nil|nil|||
#||||||||||||
trees|lib_materials:dirt_sandy_with_litter_coniferous|0.004|cool_humid|beach|coastal|fir_01;fir_02||||||
trees|lib_materials:dirt_sandy_with_litter_coniferous|0.004|cool_humid|beach|coastal|fir_coast_01;fir_coast_02||||||
trees|lib_materials:dirt_sandy_with_litter_coniferous|0.004|cool_humid|beach|coastal|fir_doug_01;fir_doug_02||||||
plants|lib_materials:dirt_sandy_with_litter_coniferous|0.08|cool_humid|beach|coastal|fern_broadleaf_fern;fern_broadleaf_fern2|nil|nil|nil|||
plants|lib_materials:dirt_sandy_with_litter_coniferous|0.08|cool_humid|beach|coastal|fern_ladyfern;fern_ladyfern2|nil|nil|nil|||
plants|lib_materials:dirt_sandy_with_litter_coniferous|0.08|cool_humid|beach|coastal|fern_fiddlehead|nil|nil|nil|||
#||||||||||||
trees|lib_materials:dirt_silty_with_litter_coniferous|0.004|cool_humid|beach|coastal|conifers_01;conifers_02;conifers_03;conifers_04;conifers_05;conifers_06;conifers_07||||||
trees|lib_materials:dirt_silty_with_litter_coniferous|0.004|cool_humid|beach|coastal|fir_01;fir_02||||||
trees|lib_materials:dirt_silty_with_litter_coniferous|0.004|cool_humid|beach|coastal|fir_coast_01;fir_coast_02||||||
trees|lib_materials:dirt_silty_with_litter_coniferous|0.004|cool_humid|beach|coastal|fir_doug_01;fir_doug_02||||||
trees|lib_materials:dirt_silty_with_litter_coniferous|0.004|cool_humid|beach|coastal|spruce_01;spruce_02;spruce_03;spruce_04||||||
plants|lib_materials:dirt_silty_with_litter_coniferous|0.08|cool_humid|beach|coastal|fern_broadleaf_fern;fern_broadleaf_fern2|nil|nil|nil|||
plants|lib_materials:dirt_silty_with_litter_coniferous|0.08|cool_humid|beach|coastal|fern_ladyfern;fern_ladyfern2|nil|nil|nil|||
plants|lib_materials:dirt_silty_with_litter_coniferous|0.08|cool_humid|beach|coastal|fern_fiddlehead|nil|nil|nil|||
plants|lib_materials:dirt_silty_with_litter_coniferous|0.08|cool_humid|beach|coastal|mushroom_brown;mushroom_red|nil|nil|nil|||
#||||||||||||
plants|lib_materials:dirt_with_grass_cool_humid|0.08|cool_humid|beach|coastal|grass_1;grass_2;grass_3;grass_4;grass_5|nil|nil|nil|||
#||||||||||||
trees|lib_materials:dirt_black_with_grass_cool_humid|0.004|cool_humid|beach|coastal|beech_01;beech_02;beech_03||||||
trees|lib_materials:dirt_black_with_grass_cool_humid|0.004|cool_humid|beach|coastal|cherry||||||
trees|lib_materials:dirt_black_with_grass_cool_humid|0.004|cool_humid|beach|coastal|cherry_blossom||||||
trees|lib_materials:dirt_black_with_grass_cool_humid|0.004|cool_humid|beach|coastal|maple_01;maple_02||||||
trees|lib_materials:dirt_black_with_grass_cool_humid|0.004|cool_humid|beach|coastal|maple_sugar_01;maple_sugar_02||||||
trees|lib_materials:dirt_black_with_grass_cool_humid|0.004|cool_humid|beach|coastal|sakura||||||
plants|lib_materials:dirt_black_with_grass_cool_humid|0.08|cool_humid|beach|coastal|fern_broadleaf_fern;fern_broadleaf_fern2|nil|nil|nil|||
plants|lib_materials:dirt_black_with_grass_cool_humid|0.08|cool_humid|beach|coastal|fern_ladyfern;fern_ladyfern2|nil|nil|nil|||
plants|lib_materials:dirt_black_with_grass_cool_humid|0.08|cool_humid|beach|coastal|fern_fiddlehead|nil|nil|nil|||
plants|lib_materials:dirt_black_with_grass_cool_humid|0.08|cool_humid|beach|coastal|mushroom_brown;mushroom_red|nil|nil|nil|||
#||||||||||||
trees|lib_materials:dirt_brown_with_grass_cool_humid|0.004|cool_humid|beach|coastal|beech_01;beech_02;beech_03||||||
trees|lib_materials:dirt_brown_with_grass_cool_humid|0.004|cool_humid|beach|coastal|maple_01;maple_02||||||
trees|lib_materials:dirt_brown_with_grass_cool_humid|0.004|cool_humid|beach|coastal|maple_sugar_01;maple_sugar_02||||||
trees|lib_materials:dirt_brown_with_grass_cool_humid|0.004|cool_humid|beach|coastal|oak_01;oak_02;oak_03||||||
trees|lib_materials:dirt_brown_with_grass_cool_humid|0.004|cool_humid|beach|coastal|oak_red_01;oak_red_02;oak_red_03||||||
plants|lib_materials:dirt_brown_with_grass_cool_humid|0.08|cool_humid|beach|coastal|fern_broadleaf_fern;fern_broadleaf_fern2|nil|nil|nil|||
plants|lib_materials:dirt_brown_with_grass_cool_humid|0.08|cool_humid|beach|coastal|fern_ladyfern;fern_ladyfern2|nil|nil|nil|||
plants|lib_materials:dirt_brown_with_grass_cool_humid|0.08|cool_humid|beach|coastal|fern_fiddlehead|nil|nil|nil|||
plants|lib_materials:dirt_brown_with_grass_cool_humid|0.08|cool_humid|beach|coastal|mushroom_brown;mushroom_red|nil|nil|nil|||
#||||||||||||
trees|lib_materials:dirt_clayey_with_grass_cool_humid|0.004|cool_humid|beach|coastal|birch_sweet_01;birch_sweet_02;birch_sweet_03;birch_sweet_04||||||
trees|lib_materials:dirt_clayey_with_grass_cool_humid|0.004|cool_humid|beach|coastal|birch_yellow_01;birch_yellow_02;birch_yellow_03;birch_yellow_04;birch_yellow_log||||||
trees|lib_materials:dirt_clayey_with_grass_cool_humid|0.004|cool_humid|beach|coastal|maple_01;maple_02||||||
plants|lib_materials:dirt_clayey_with_grass_cool_humid|0.08|cool_humid|beach|coastal|grass_1;grass_2;grass_3;grass_4;grass_5|nil|nil|nil|||
#||||||||||||
trees|lib_materials:dirt_sandy_with_grass_cool_humid|0.004|cool_humid|beach|coastal|birch_sweet_01;birch_sweet_02;birch_sweet_03;birch_sweet_04||||||
trees|lib_materials:dirt_sandy_with_grass_cool_humid|0.004|cool_humid|beach|coastal|birch_yellow_01;birch_yellow_02;birch_yellow_03;birch_yellow_04;birch_yellow_log||||||
trees|lib_materials:dirt_sandy_with_grass_cool_humid|0.004|cool_humid|beach|coastal|maple_01;maple_02||||||
plants|lib_materials:dirt_sandy_with_grass_cool_humid|0.08|cool_humid|beach|coastal|grass_1;grass_2;grass_3;grass_4;grass_5|nil|nil|nil|||
#||||||||||||
trees|lib_materials:dirt_silty_with_grass_cool_humid|0.004|cool_humid|beach|coastal|beech_01;beech_02;beech_03||||||
trees|lib_materials:dirt_silty_with_grass_cool_humid|0.004|cool_humid|beach|coastal|maple_01;maple_02||||||
trees|lib_materials:dirt_silty_with_grass_cool_humid|0.004|cool_humid|beach|coastal|maple_sugar_01;maple_sugar_02||||||
plants|lib_materials:dirt_silty_with_grass_cool_humid|0.08|cool_humid|beach|coastal|fern_broadleaf_fern;fern_broadleaf_fern2|nil|nil|nil|||
plants|lib_materials:dirt_silty_with_grass_cool_humid|0.08|cool_humid|beach|coastal|fern_ladyfern;fern_ladyfern2|nil|nil|nil|||
plants|lib_materials:dirt_silty_with_grass_cool_humid|0.08|cool_humid|beach|coastal|fern_fiddlehead|nil|nil|nil|||
plants|lib_materials:dirt_silty_with_grass_cool_humid|0.08|cool_humid|beach|coastal|grass_1;grass_2;grass_3;grass_4;grass_5|nil|nil|nil|||
plants|lib_materials:dirt_silty_with_grass_cool_humid|0.08|cool_humid|beach|coastal|mushroom_brown;mushroom_red|nil|nil|nil|||
#||||||||||||
#LOWLAND||||||||||||
trees|lib_materials:dirt_with_litter_coniferous|0.004|cool_humid|coastal|lowland|conifers_01;conifers_02;conifers_03;conifers_04;conifers_05;conifers_06;conifers_07||||||
#||||||||||||
trees|lib_materials:dirt_black_with_litter_coniferous|0.004|cool_humid|coastal|lowland|conifers_01;conifers_02;conifers_03;conifers_04;conifers_05;conifers_06;conifers_07||||||
trees|lib_materials:dirt_black_with_litter_coniferous|0.004|cool_humid|coastal|lowland|fir_01;fir_02||||||
trees|lib_materials:dirt_black_with_litter_coniferous|0.004|cool_humid|coastal|lowland|fir_coast_01;fir_coast_02||||||
trees|lib_materials:dirt_black_with_litter_coniferous|0.004|cool_humid|coastal|lowland|fir_doug_01;fir_doug_02||||||
trees|lib_materials:dirt_black_with_litter_coniferous|0.004|cool_humid|coastal|lowland|spruce_01;spruce_02;spruce_03;spruce_04||||||
plants|lib_materials:dirt_black_with_litter_coniferous|0.08|cool_humid|coastal|lowland|fern_broadleaf_fern;fern_broadleaf_fern2|nil|nil|nil|||
plants|lib_materials:dirt_black_with_litter_coniferous|0.08|cool_humid|coastal|lowland|fern_ladyfern;fern_ladyfern2|nil|nil|nil|||
plants|lib_materials:dirt_black_with_litter_coniferous|0.08|cool_humid|coastal|lowland|fern_fiddlehead|nil|nil|nil|||
plants|lib_materials:dirt_black_with_litter_coniferous|0.08|cool_humid|coastal|lowland|mushroom_brown;mushroom_red|nil|nil|nil|||
#||||||||||||
trees|lib_materials:dirt_brown_with_litter_coniferous|0.004|cool_humid|coastal|lowland|conifers_01;conifers_02;conifers_03;conifers_04;conifers_05;conifers_06;conifers_07||||||
trees|lib_materials:dirt_brown_with_litter_coniferous|0.004|cool_humid|coastal|lowland|fir_01;fir_02||||||
trees|lib_materials:dirt_brown_with_litter_coniferous|0.004|cool_humid|coastal|lowland|fir_coast_01;fir_coast_02||||||
trees|lib_materials:dirt_brown_with_litter_coniferous|0.004|cool_humid|coastal|lowland|fir_doug_01;fir_doug_02||||||
trees|lib_materials:dirt_brown_with_litter_coniferous|0.004|cool_humid|coastal|lowland|spruce_01;spruce_02;spruce_03;spruce_04||||||
plants|lib_materials:dirt_brown_with_litter_coniferous|0.08|cool_humid|coastal|lowland|fern_broadleaf_fern;fern_broadleaf_fern2|nil|nil|nil|||
plants|lib_materials:dirt_brown_with_litter_coniferous|0.08|cool_humid|coastal|lowland|fern_ladyfern;fern_ladyfern2|nil|nil|nil|||
plants|lib_materials:dirt_brown_with_litter_coniferous|0.08|cool_humid|coastal|lowland|fern_fiddlehead|nil|nil|nil|||
plants|lib_materials:dirt_brown_with_litter_coniferous|0.08|cool_humid|coastal|lowland|mushroom_brown;mushroom_red|nil|nil|nil|||
#||||||||||||
trees|lib_materials:dirt_clayey_with_litter_coniferous|0.004|cool_humid|coastal|lowland|fir_01;fir_02||||||
trees|lib_materials:dirt_clayey_with_litter_coniferous|0.004|cool_humid|coastal|lowland|fir_coast_01;fir_coast_02||||||
trees|lib_materials:dirt_clayey_with_litter_coniferous|0.004|cool_humid|coastal|lowland|fir_doug_01;fir_doug_02||||||
plants|lib_materials:dirt_clayey_with_litter_coniferous|0.08|cool_humid|coastal|lowland|fern_broadleaf_fern;fern_broadleaf_fern2|nil|nil|nil|||
plants|lib_materials:dirt_clayey_with_litter_coniferous|0.08|cool_humid|coastal|lowland|fern_ladyfern;fern_ladyfern2|nil|nil|nil|||
plants|lib_materials:dirt_clayey_with_litter_coniferous|0.08|cool_humid|coastal|lowland|fern_fiddlehead|nil|nil|nil|||
#||||||||||||
trees|lib_materials:dirt_sandy_with_litter_coniferous|0.004|cool_humid|coastal|lowland|fir_01;fir_02||||||
trees|lib_materials:dirt_sandy_with_litter_coniferous|0.004|cool_humid|coastal|lowland|fir_coast_01;fir_coast_02||||||
trees|lib_materials:dirt_sandy_with_litter_coniferous|0.004|cool_humid|coastal|lowland|fir_doug_01;fir_doug_02||||||
plants|lib_materials:dirt_sandy_with_litter_coniferous|0.08|cool_humid|coastal|lowland|fern_broadleaf_fern;fern_broadleaf_fern2|nil|nil|nil|||
plants|lib_materials:dirt_sandy_with_litter_coniferous|0.08|cool_humid|coastal|lowland|fern_ladyfern;fern_ladyfern2|nil|nil|nil|||
plants|lib_materials:dirt_sandy_with_litter_coniferous|0.08|cool_humid|coastal|lowland|fern_fiddlehead|nil|nil|nil|||
#||||||||||||
trees|lib_materials:dirt_silty_with_litter_coniferous|0.004|cool_humid|coastal|lowland|conifers_01;conifers_02;conifers_03;conifers_04;conifers_05;conifers_06;conifers_07||||||
trees|lib_materials:dirt_silty_with_litter_coniferous|0.004|cool_humid|coastal|lowland|fir_01;fir_02||||||
trees|lib_materials:dirt_silty_with_litter_coniferous|0.004|cool_humid|coastal|lowland|fir_coast_01;fir_coast_02||||||
trees|lib_materials:dirt_silty_with_litter_coniferous|0.004|cool_humid|coastal|lowland|fir_doug_01;fir_doug_02||||||
trees|lib_materials:dirt_silty_with_litter_coniferous|0.004|cool_humid|coastal|lowland|spruce_01;spruce_02;spruce_03;spruce_04||||||
plants|lib_materials:dirt_silty_with_litter_coniferous|0.08|cool_humid|coastal|lowland|fern_broadleaf_fern;fern_broadleaf_fern2|nil|nil|nil|||
plants|lib_materials:dirt_silty_with_litter_coniferous|0.08|cool_humid|coastal|lowland|fern_ladyfern;fern_ladyfern2|nil|nil|nil|||
plants|lib_materials:dirt_silty_with_litter_coniferous|0.08|cool_humid|coastal|lowland|fern_fiddlehead|nil|nil|nil|||
plants|lib_materials:dirt_silty_with_litter_coniferous|0.08|cool_humid|coastal|lowland|mushroom_brown;mushroom_red|nil|nil|nil|||
#||||||||||||
plants|lib_materials:dirt_with_grass_cool_humid|0.08|cool_humid|coastal|lowland|grass_1;grass_2;grass_3;grass_4;grass_5|nil|nil|nil|||
#||||||||||||
trees|lib_materials:dirt_black_with_grass_cool_humid|0.004|cool_humid|coastal|lowland|beech_01;beech_02;beech_03||||||
trees|lib_materials:dirt_black_with_grass_cool_humid|0.004|cool_humid|coastal|lowland|cherry||||||
trees|lib_materials:dirt_black_with_grass_cool_humid|0.004|cool_humid|coastal|lowland|cherry_blossom||||||
trees|lib_materials:dirt_black_with_grass_cool_humid|0.004|cool_humid|coastal|lowland|maple_01;maple_02||||||
trees|lib_materials:dirt_black_with_grass_cool_humid|0.004|cool_humid|coastal|lowland|maple_sugar_01;maple_sugar_02||||||
trees|lib_materials:dirt_black_with_grass_cool_humid|0.004|cool_humid|coastal|lowland|sakura||||||
plants|lib_materials:dirt_black_with_grass_cool_humid|0.08|cool_humid|coastal|lowland|fern_broadleaf_fern;fern_broadleaf_fern2|nil|nil|nil|||
plants|lib_materials:dirt_black_with_grass_cool_humid|0.08|cool_humid|coastal|lowland|fern_ladyfern;fern_ladyfern2|nil|nil|nil|||
plants|lib_materials:dirt_black_with_grass_cool_humid|0.08|cool_humid|coastal|lowland|fern_fiddlehead|nil|nil|nil|||
plants|lib_materials:dirt_black_with_grass_cool_humid|0.08|cool_humid|coastal|lowland|mushroom_brown;mushroom_red|nil|nil|nil|||
#||||||||||||
trees|lib_materials:dirt_brown_with_grass_cool_humid|0.004|cool_humid|coastal|lowland|beech_01;beech_02;beech_03||||||
trees|lib_materials:dirt_brown_with_grass_cool_humid|0.004|cool_humid|coastal|lowland|maple_01;maple_02||||||
trees|lib_materials:dirt_brown_with_grass_cool_humid|0.004|cool_humid|coastal|lowland|maple_sugar_01;maple_sugar_02||||||
trees|lib_materials:dirt_brown_with_grass_cool_humid|0.004|cool_humid|coastal|lowland|oak_01;oak_02;oak_03||||||
trees|lib_materials:dirt_brown_with_grass_cool_humid|0.004|cool_humid|coastal|lowland|oak_red_01;oak_red_02;oak_red_03||||||
plants|lib_materials:dirt_brown_with_grass_cool_humid|0.08|cool_humid|coastal|lowland|fern_broadleaf_fern;fern_broadleaf_fern2|nil|nil|nil|||
plants|lib_materials:dirt_brown_with_grass_cool_humid|0.08|cool_humid|coastal|lowland|fern_ladyfern;fern_ladyfern2|nil|nil|nil|||
plants|lib_materials:dirt_brown_with_grass_cool_humid|0.08|cool_humid|coastal|lowland|fern_fiddlehead|nil|nil|nil|||
plants|lib_materials:dirt_brown_with_grass_cool_humid|0.08|cool_humid|coastal|lowland|mushroom_brown;mushroom_red|nil|nil|nil|||
#||||||||||||
trees|lib_materials:dirt_clayey_with_grass_cool_humid|0.004|cool_humid|coastal|lowland|beech_01;beech_02;beech_03||||||
trees|lib_materials:dirt_clayey_with_grass_cool_humid|0.004|cool_humid|coastal|lowland|maple_01;maple_02||||||
trees|lib_materials:dirt_clayey_with_grass_cool_humid|0.004|cool_humid|coastal|lowland|maple_sugar_01;maple_sugar_02||||||
plants|lib_materials:dirt_clayey_with_grass_cool_humid|0.08|cool_humid|coastal|lowland|grass_1;grass_2;grass_3;grass_4;grass_5|nil|nil|nil|||
#||||||||||||
trees|lib_materials:dirt_sandy_with_grass_cool_humid|0.004|cool_humid|coastal|lowland|beech_01;beech_02;beech_03||||||
trees|lib_materials:dirt_sandy_with_grass_cool_humid|0.004|cool_humid|coastal|lowland|birch_sweet_01;birch_sweet_02;birch_sweet_03;birch_sweet_04||||||
trees|lib_materials:dirt_sandy_with_grass_cool_humid|0.004|cool_humid|coastal|lowland|birch_yellow_01;birch_yellow_02;birch_yellow_03;birch_yellow_04;birch_yellow_log||||||
trees|lib_materials:dirt_sandy_with_grass_cool_humid|0.004|cool_humid|coastal|lowland|maple_01;maple_02||||||
plants|lib_materials:dirt_sandy_with_grass_cool_humid|0.08|cool_humid|coastal|lowland|grass_1;grass_2;grass_3;grass_4;grass_5|nil|nil|nil|||
#||||||||||||
trees|lib_materials:dirt_silty_with_grass_cool_humid|0.004|cool_humid|coastal|lowland|beech_01;beech_02;beech_03||||||
trees|lib_materials:dirt_silty_with_grass_cool_humid|0.004|cool_humid|coastal|lowland|maple_01;maple_02||||||
trees|lib_materials:dirt_silty_with_grass_cool_humid|0.004|cool_humid|coastal|lowland|maple_sugar_01;maple_sugar_02||||||
plants|lib_materials:dirt_silty_with_grass_cool_humid|0.08|cool_humid|coastal|lowland|fern_broadleaf_fern;fern_broadleaf_fern2|nil|nil|nil|||
plants|lib_materials:dirt_silty_with_grass_cool_humid|0.08|cool_humid|coastal|lowland|fern_ladyfern;fern_ladyfern2|nil|nil|nil|||
plants|lib_materials:dirt_silty_with_grass_cool_humid|0.08|cool_humid|coastal|lowland|fern_fiddlehead|nil|nil|nil|||
plants|lib_materials:dirt_silty_with_grass_cool_humid|0.08|cool_humid|coastal|lowland|grass_1;grass_2;grass_3;grass_4;grass_5|nil|nil|nil|||
plants|lib_materials:dirt_silty_with_grass_cool_humid|0.08|cool_humid|coastal|lowland|mushroom_brown;mushroom_red|nil|nil|nil|||
#||||||||||||
#SHELF||||||||||||
trees|lib_materials:dirt_with_litter_coniferous|0.004|cool_humid|lowland|shelf|conifers_01;conifers_02;conifers_03;conifers_04;conifers_05;conifers_06;conifers_07||||||
#||||||||||||
trees|lib_materials:dirt_black_with_litter_coniferous|0.004|cool_humid|lowland|shelf|conifers_01;conifers_02;conifers_03;conifers_04;conifers_05;conifers_06;conifers_07||||||
trees|lib_materials:dirt_black_with_litter_coniferous|0.004|cool_humid|lowland|shelf|fir_01;fir_02||||||
trees|lib_materials:dirt_black_with_litter_coniferous|0.004|cool_humid|lowland|shelf|fir_coast_01;fir_coast_02||||||
trees|lib_materials:dirt_black_with_litter_coniferous|0.004|cool_humid|lowland|shelf|fir_doug_01;fir_doug_02||||||
trees|lib_materials:dirt_black_with_litter_coniferous|0.004|cool_humid|lowland|shelf|spruce_01;spruce_02;spruce_03;spruce_04||||||
plants|lib_materials:dirt_black_with_litter_coniferous|0.08|cool_humid|lowland|shelf|fern_broadleaf_fern;fern_broadleaf_fern2|nil|nil|nil|||
plants|lib_materials:dirt_black_with_litter_coniferous|0.08|cool_humid|lowland|shelf|fern_ladyfern;fern_ladyfern2|nil|nil|nil|||
plants|lib_materials:dirt_black_with_litter_coniferous|0.08|cool_humid|lowland|shelf|fern_fiddlehead|nil|nil|nil|||
plants|lib_materials:dirt_black_with_litter_coniferous|0.08|cool_humid|lowland|shelf|mushroom_brown;mushroom_red|nil|nil|nil|||
#||||||||||||
trees|lib_materials:dirt_brown_with_litter_coniferous|0.004|cool_humid|lowland|shelf|beech_01;beech_02;beech_03||||||
trees|lib_materials:dirt_brown_with_litter_coniferous|0.004|cool_humid|lowland|shelf|maple_01;maple_02||||||
trees|lib_materials:dirt_brown_with_litter_coniferous|0.004|cool_humid|lowland|shelf|maple_sugar_01;maple_sugar_02||||||
plants|lib_materials:dirt_brown_with_litter_coniferous|0.08|cool_humid|lowland|shelf|fern_broadleaf_fern;fern_broadleaf_fern2|nil|nil|nil|||
plants|lib_materials:dirt_brown_with_litter_coniferous|0.08|cool_humid|lowland|shelf|fern_ladyfern;fern_ladyfern2|nil|nil|nil|||
plants|lib_materials:dirt_brown_with_litter_coniferous|0.08|cool_humid|lowland|shelf|fern_fiddlehead|nil|nil|nil|||
plants|lib_materials:dirt_brown_with_litter_coniferous|0.08|cool_humid|lowland|shelf|mushroom_brown;mushroom_red|nil|nil|nil|||
#||||||||||||
trees|lib_materials:dirt_clayey_with_litter_coniferous|0.004|cool_humid|lowland|shelf|beech_01;beech_02;beech_03||||||
trees|lib_materials:dirt_clayey_with_litter_coniferous|0.004|cool_humid|lowland|shelf|maple_01;maple_02||||||
trees|lib_materials:dirt_clayey_with_litter_coniferous|0.004|cool_humid|lowland|shelf|maple_sugar_01;maple_sugar_02||||||
plants|lib_materials:dirt_clayey_with_litter_coniferous|0.08|cool_humid|lowland|shelf|fern_broadleaf_fern;fern_broadleaf_fern2|nil|nil|nil|||
plants|lib_materials:dirt_clayey_with_litter_coniferous|0.08|cool_humid|lowland|shelf|fern_ladyfern;fern_ladyfern2|nil|nil|nil|||
plants|lib_materials:dirt_clayey_with_litter_coniferous|0.08|cool_humid|lowland|shelf|fern_fiddlehead|nil|nil|nil|||
#||||||||||||
trees|lib_materials:dirt_sandy_with_litter_coniferous|0.004|cool_humid|lowland|shelf|beech_01;beech_02;beech_03||||||
trees|lib_materials:dirt_sandy_with_litter_coniferous|0.004|cool_humid|lowland|shelf|maple_01;maple_02||||||
trees|lib_materials:dirt_sandy_with_litter_coniferous|0.004|cool_humid|lowland|shelf|maple_sugar_01;maple_sugar_02||||||
plants|lib_materials:dirt_sandy_with_litter_coniferous|0.08|cool_humid|lowland|shelf|fern_broadleaf_fern;fern_broadleaf_fern2|nil|nil|nil|||
plants|lib_materials:dirt_sandy_with_litter_coniferous|0.08|cool_humid|lowland|shelf|fern_ladyfern;fern_ladyfern2|nil|nil|nil|||
plants|lib_materials:dirt_sandy_with_litter_coniferous|0.08|cool_humid|lowland|shelf|fern_fiddlehead|nil|nil|nil|||
#||||||||||||
