#Node_Name|Description|Alias_Mod|Alias_Node|Tile_String|Special_Tiles|Inv_Image|Wield_Image|Draw_Type|Vis_Scale|Wld_Scale|Param_Type|ParamType2|Place_Param2|LightSource|Walkable|Pointable|Climbable|Diggable|Buildable|Floodable|Waving|Use_Alpha|Sun_Prop|Liquid_Point|Damage_Per_Second|Grnd_Cnt|Leg_wall|MaxLight|Grow|Eat|Groups|Max_Drops|Drops|Sounds|Dig_Predict|Place_Predict|NodeBox|SelBox|ColBox|Mesh|LiquidType|LiquidViscosity|LiquidRange|LiquidRenew|LiquidAltSource|LiquidAltFlow|OnConstruct|OnTimer|TimerTrig|TimerAct|AfterPlace|OnPlace|
#BUSHES, SHRUBS|||||||||||||||||||||||||||||||||||||||||||||||||||||
tree_mahogany_trunk|Mahogany Trunk|||lib_ecology_tree_mahogany_trunk_top.png,lib_ecology_tree_mahogany_trunk_top.png,lib_ecology_tree_mahogany_trunk.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
tree_mahogany_trunk_allface_side|Mahogany Block Side|||lib_ecology_tree_mahogany_trunk.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_mahogany_trunk_allface_top|Mahogany Block Top|||lib_ecology_tree_mahogany_trunk_top.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_mahogany_wood|Mahogany Wood|||lib_ecology_tree_mahogany_wood.png||||||||facedir|0|||||||||||||FALSE|||||choppy 2,oddly_breakable_by_hand 2,flammable 2,wood 1|||wood|||||||||||||||||||
tree_mangrove_leaves|Mangrove Leaves|||lib_ecology_tree_mangrove_leaves.png||||allfaces_optional|||light|facedir|||FALSE||||||1|||||FALSE|||||snappy 3,leafdecay 3,flammable 2,leaves 1,lib_ecology_leaves 1|1||leaves|||||||||||||||||||
tree_mangrove_root|Mangrove Root|||aus_mangrove_mud.png|lib_ecology_tree_mangrove_roots.png false|lib_ecology_tree_mangrove_roots.png|lib_ecology_tree_mangrove_roots.png|plantlike_rooted|||light||||FALSE||||FALSE||1||TRUE|||FALSE|||||snappy 3,sea 1|||dirt|lib_ecology:tree_mangrove_root|lib_ecology:tree_mangrove_root|||||||||||||||||
tree_mangrove_sapling|Mangrove Sapling|||lib_ecology_tree_mangrove_sapling.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE||||||||snappy 2,dig_immediate 3,flammable 2,attached_node 1,sapling 1,lib_ecology_sapling 1|||leaves|||||||||||||||||||
tree_mangrove_trunk|Mangrove Trunk|||lib_ecology_tree_mangrove_trunk_top.png,lib_ecology_tree_mangrove_trunk_top.png,lib_ecology_tree_mangrove_trunk.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
tree_mangrove_trunk_allface_side|Mangrove Block Side|||lib_ecology_tree_mangrove_trunk.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_mangrove_trunk_allface_top|Mangrove Block Top|||lib_ecology_tree_mangrove_trunk_top.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_mangrove_wood|Mangrove Wood|||lib_ecology_tree_mangrove_wood.png||||||||facedir|0|||||||||||||FALSE|||||choppy 2,oddly_breakable_by_hand 2,flammable 2,wood 1|||wood|||||||||||||||||||
tree_maple_leaves|Maple Leaves|||lib_ecology_tree_maple_leaves.png||||allfaces_optional|||light|facedir|||FALSE||||||1|||||FALSE|||||snappy 3,leafdecay 3,flammable 2,leaves 1,lib_ecology_leaves 1|1||leaves|||||||||||||||||||
tree_maple_sapling|Maple Sapling|||lib_ecology_tree_maple_sapling.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE||||||||snappy 2,dig_immediate 3,flammable 2,attached_node 1,sapling 1,lib_ecology_sapling 1|||leaves|||||||||||||||||||
tree_maple_trunk|Maple Trunk|||lib_ecology_tree_maple_trunk_top.png,lib_ecology_tree_maple_trunk_top.png,lib_ecology_tree_maple_trunk.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
tree_maple_trunk_allface_side|Maple Block Side|||lib_ecology_tree_maple_trunk.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_maple_trunk_allface_top|Maple Block Top|||lib_ecology_tree_maple_trunk_top.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_maple_wood|Maple Wood|||lib_ecology_tree_maple_wood.png||||||||facedir|0|||||||||||||FALSE|||||choppy 2,oddly_breakable_by_hand 2,flammable 2,wood 1|||wood|||||||||||||||||||
tree_maple_sugar_leaves|Sugar Maple Leaves|||lib_ecology_tree_maple_sugar_leaves.png||||allfaces_optional|||light|facedir|||FALSE||||||1|||||FALSE|||||snappy 3,leafdecay 3,flammable 2,leaves 1,lib_ecology_leaves 1|1||leaves|||||||||||||||||||
tree_maple_sugar_sapling|Sugar Maple Sapling|||lib_ecology_tree_maple_sugar_sapling.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE||||||||snappy 2,dig_immediate 3,flammable 2,attached_node 1,sapling 1,lib_ecology_sapling 1|||leaves|||||||||||||||||||
tree_maple_sugar_trunk|Sugar Maple Trunk|||lib_ecology_tree_maple_sugar_trunk_top.png,lib_ecology_tree_maple_sugar_trunk_top.png,lib_ecology_tree_maple_sugar_trunk.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
tree_maple_sugar_trunk_allface_side|Sugar Maple Block Side|||lib_ecology_tree_maple_sugar_trunk.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_maple_sugar_trunk_allface_top|Sugar Maple Block Top|||lib_ecology_tree_maple_sugar_trunk_top.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_maple_sugar_wood|Sugar Maple Wood|||lib_ecology_tree_maple_sugar_wood.png||||||||facedir|0|||||||||||||FALSE|||||choppy 2,oddly_breakable_by_hand 2,flammable 2,wood 1|||wood|||||||||||||||||||
tree_mirabelle_leaves|Mirabelle Leaves|||lib_ecology_tree_mirabelle_leaves.png||||allfaces_optional|||light|facedir|||FALSE||||||1|||||FALSE|||||snappy 3,leafdecay 3,flammable 2,leaves 1,lib_ecology_leaves 1|1||leaves|||||||||||||||||||
tree_mirabelle_sapling|Mirabelle Sapling|||lib_ecology_tree_mirabelle_sapling.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE||||||||snappy 2,dig_immediate 3,flammable 2,attached_node 1,sapling 1,lib_ecology_sapling 1|||leaves|||||||||||||||||||
tree_mirabelle_trunk|Mirabelle Trunk|||lib_ecology_tree_mirabelle_trunk_top.png,lib_ecology_tree_mirabelle_trunk_top.png,lib_ecology_tree_mirabelle_trunk.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
tree_mirabelle_trunk_allface_side|Mirabelle Block Side|||lib_ecology_tree_mirabelle_trunk.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_mirabelle_trunk_allface_top|Mirabelle Block Top|||lib_ecology_tree_mirabelle_trunk_top.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_mirabelle_wood|Mirabelle Wood|||lib_ecology_tree_mirabelle_wood.png||||||||facedir|0|||||||||||||FALSE|||||choppy 2,oddly_breakable_by_hand 2,flammable 2,wood 1|||wood|||||||||||||||||||
tree_oak_leaves|Oak Leaves|||lib_ecology_tree_oak_leaves.png||||allfaces_optional|||||||||||||||||||||||||||||||||||||||||||||
tree_oak_red_leaves|Red Oak Leaves|||lib_ecology_tree_oak_red_leaves.png||||allfaces_optional|||light|facedir|||FALSE||||||1|||||FALSE|||||snappy 3,leafdecay 3,flammable 2,leaves 1,lib_ecology_leaves 1|1||leaves|||||||||||||||||||
tree_oak_red_sapling|Red Oak Sapling|||lib_ecology_tree_oak_red_sapling.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE||||||||snappy 2,dig_immediate 3,flammable 2,attached_node 1,sapling 1,lib_ecology_sapling 1|||leaves|||||||||||||||||||
tree_oak_red_trunk|Red Oak Trunk|||lib_ecology_tree_oak_trunk_top.png,lib_ecology_tree_oak_trunk_top.png,lib_ecology_tree_oak_trunk.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
tree_oak_red_trunk_allface_side|Red Oak Block Side|||lib_ecology_tree_oak_trunk.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_oak_red_trunk_allface_top|Red Oak Block Top|||lib_ecology_tree_oak_trunk_top.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_oak_red_wood|Red Oak Wood|||lib_ecology_tree_oak_wood.png||||||||facedir|0|||||||||||||FALSE|||||choppy 2,oddly_breakable_by_hand 2,flammable 2,wood 1|||wood|||||||||||||||||||
tree_oak_sapling|Oak Sapling|||lib_ecology_tree_oak_sapling.png|||||||||||||||||||||||||||||||||||||||||||||||||
tree_oak_southern_leaves|Southern Oak Leaves|||lib_ecology_tree_oak_leaves.png||||allfaces_optional|||light|facedir|||FALSE||||||1|||||FALSE|||||snappy 3,leafdecay 3,flammable 2,leaves 1,lib_ecology_leaves 1|1||leaves|||||||||||||||||||
tree_oak_southern_sapling|Southern Oak Sapling|||lib_ecology_tree_oak_sapling.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE||||||||snappy 2,dig_immediate 3,flammable 2,attached_node 1,sapling 1,lib_ecology_sapling 1|||leaves|||||||||||||||||||
tree_oak_southern_trunk|Southern Oak Trunk|||lib_ecology_tree_oak_trunk_top.png,lib_ecology_tree_oak_trunk_top.png,lib_ecology_tree_oak_trunk.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
tree_oak_southern_trunk_allface_side|Southern Oak Block Side|||lib_ecology_tree_oak_trunk.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_oak_southern_trunk_allface_top|Southern Oak Block Top|||lib_ecology_tree_oak_trunk_top.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_oak_southern_wood|Southern Oak Wood|||lib_ecology_tree_oak_wood.png||||||||facedir|0|||||||||||||FALSE|||||choppy 2,oddly_breakable_by_hand 2,flammable 2,wood 1|||wood|||||||||||||||||||
tree_oak_trunk|Oak Trunk|||lib_ecology_tree_oak_trunk_top.png,lib_ecology_tree_oak_trunk_top.png,lib_ecology_tree_oak_trunk.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
tree_oak_trunk_allface_side|Oak Block Side|||lib_ecology_tree_oak_trunk.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_oak_trunk_allface_top|Oak Block Top|||lib_ecology_tree_oak_trunk_top.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_oak_wood|Oak Wood|||lib_ecology_tree_oak_wood.png||||||||facedir|0|||||||||||||FALSE|||||choppy 2,oddly_breakable_by_hand 2,flammable 2,wood 1|||wood|||||||||||||||||||
tree_orange_leaves|Orange Leaves|||lib_ecology_tree_orange_leaves.png||||allfaces_optional|||light|facedir|||FALSE||||||1|||||FALSE|||||snappy 3,leafdecay 3,flammable 2,leaves 1,lib_ecology_leaves 1|1||leaves|||||||||||||||||||
tree_orange_sapling|Orange Sapling|||lib_ecology_tree_orange_sapling.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE||||||||snappy 2,dig_immediate 3,flammable 2,attached_node 1,sapling 1,lib_ecology_sapling 1|||leaves|||||||||||||||||||
tree_orange_trunk|Orange Trunk|||lib_ecology_tree_orange_trunk_top.png,lib_ecology_tree_orange_trunk_top.png,lib_ecology_tree_orange_trunk.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
tree_orange_trunk_allface_side|Orange Block Side|||lib_ecology_tree_orange_trunk.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_orange_trunk_allface_top|Orange Block Top|||lib_ecology_tree_orange_trunk_top.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_orange_wood|Orange Wood|||lib_ecology_tree_orange_wood.png||||||||facedir|0|||||||||||||FALSE|||||choppy 2,oddly_breakable_by_hand 2,flammable 2,wood 1|||wood|||||||||||||||||||
#tree_palm_01_leaves|Palm 01 Leaves|||lib_ecology_tree_palm_01_leaves.png||||allfaces_optional|||light|facedir|||FALSE||||||1|||||FALSE|||||snappy 3,leafdecay 3,flammable 2,leaves 1,lib_ecology_leaves 1|1||leaves|||||||||||||||||||
#tree_palm_01_sapling|Palm 01 Sapling|||lib_ecology_tree_palm_01_sapling.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE||||||||snappy 2,dig_immediate 3,flammable 2,attached_node 1,sapling 1,lib_ecology_sapling 1|||leaves|||||||||||||||||||
#tree_palm_01_trunk|Palm 01 Trunk|||lib_ecology_tree_palm_01_trunk_top.png,lib_ecology_tree_palm_01_trunk_top.png,lib_ecology_tree_palm_01_trunk.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
#tree_palm_01_trunk_allface_side|Palm 01 Block Side|||lib_ecology_tree_palm_01_trunk.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
#tree_palm_01_trunk_allface_top|Palm 01 Block Top|||lib_ecology_tree_palm_01_trunk_top.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
#tree_palm_01_wood|Palm 01 Wood|||lib_ecology_tree_palm_01_wood.png||||||||facedir|0|||||||||||||FALSE|||||choppy 2,oddly_breakable_by_hand 2,flammable 2,wood 1|||wood|||||||||||||||||||
#tree_palm_02_leaves|Palm 02 Leaves|||lib_ecology_tree_palm_02_leaves.png||||allfaces_optional|||||||||||||||||||||||||||||||||||||||||||||
#tree_palm_02_leaves2|Palm 02 Leaves2|||lib_ecology_tree_palm_02_leaves.png||||allfaces_optional|||||||||||||||||||||||||||||||||||||||||||||
#tree_palm_02_sapling|Palm 02 Sapling|||lib_ecology_tree_palm_02_sapling.png|||||||||||||||||||||||||||||||||||||||||||||||||
#tree_palm_02_trunk|Palm 02 Trunk|||lib_ecology_tree_palm_02_trunk_top.png,lib_ecology_tree_palm_02_trunk_top.png,lib_ecology_tree_palm_02_trunk.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
#tree_palm_02_wood|Palm 02 Wood|||lib_ecology_tree_palm_02_wood.png||||||||facedir|0|||||||||||||FALSE|||||choppy 2,oddly_breakable_by_hand 2,flammable 2,wood 1|||wood|||||||||||||||||||
tree_palm_coconut_leaves|Coconut Palm Leaves|||lib_ecology_tree_palm_coconut_leaves.png||||allfaces_optional|||light|facedir|||FALSE||||||1|||||FALSE|||||snappy 3,leafdecay 3,flammable 2,leaves 1,lib_ecology_leaves 1|1||leaves|||||||||||||||||||
tree_palm_coconut_sapling|Coconut Palm Sapling|||lib_ecology_tree_palm_coconut_sapling.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE||||||||snappy 2,dig_immediate 3,flammable 2,attached_node 1,sapling 1,lib_ecology_sapling 1|||leaves|||||||||||||||||||
tree_palm_coconut_trunk|Coconut Palm Trunk|||lib_ecology_tree_palm_coconut_trunk_top.png,lib_ecology_tree_palm_coconut_trunk_top.png,lib_ecology_tree_palm_coconut_trunk.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
tree_palm_coconut_trunk_allface_side|Coconut Palm Block Side|||lib_ecology_tree_palm_coconut_trunk.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_palm_coconut_trunk_allface_top|Coconut Palm Block Top|||lib_ecology_tree_palm_coconut_trunk_top.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_palm_coconut_wood|Coconut Palm Wood|||lib_ecology_tree_palm_coconut_wood.png||||||||facedir|0|||||||||||||FALSE|||||choppy 2,oddly_breakable_by_hand 2,flammable 2,wood 1|||wood|||||||||||||||||||
tree_palm_date_leaves|Date Palm Leaves|||lib_ecology_tree_palm_date_leaves.png||||allfaces_optional|||light|facedir|||FALSE||||||1|||||FALSE|||||snappy 3,leafdecay 3,flammable 2,leaves 1,lib_ecology_leaves 1|1||leaves|||||||||||||||||||
tree_palm_date_sapling|Date Palm Sapling|||lib_ecology_tree_palm_date_sapling.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE||||||||snappy 2,dig_immediate 3,flammable 2,attached_node 1,sapling 1,lib_ecology_sapling 1|||leaves|||||||||||||||||||
tree_palm_date_trunk|Date Palm Trunk|||lib_ecology_tree_palm_date_trunk_top.png,lib_ecology_tree_palm_date_trunk_top.png,lib_ecology_tree_palm_date_trunk.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
tree_palm_date_trunk_allface_side|Date Palm Block Side|||lib_ecology_tree_palm_date_trunk.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_palm_date_trunk_allface_top|Date Palm Block Top|||lib_ecology_tree_palm_date_trunk_top.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_palm_date_wood|Date Palm Wood|||lib_ecology_tree_palm_date_wood.png||||||||facedir|0|||||||||||||FALSE|||||choppy 2,oddly_breakable_by_hand 2,flammable 2,wood 1|||wood|||||||||||||||||||
tree_palm_desert_01_leaves|Desert Palm 01 Leaves|||lib_ecology_tree_palm_desert_01_leaves.png||||allfaces_optional|||light|facedir|||FALSE||||||1|||||FALSE|||||snappy 3,leafdecay 3,flammable 2,leaves 1,lib_ecology_leaves 1|1||leaves|||||||||||||||||||
tree_palm_desert_01_sapling|Desert Palm 01 Sapling|||lib_ecology_tree_palm_desert_01_sapling.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE||||||||snappy 2,dig_immediate 3,flammable 2,attached_node 1,sapling 1,lib_ecology_sapling 1|||leaves|||||||||||||||||||
tree_palm_desert_01_trunk|Desert Palm 01 Trunk|||lib_ecology_tree_palm_desert_01_trunk_top.png,lib_ecology_tree_palm_desert_01_trunk_top.png,lib_ecology_tree_palm_desert_01_trunk.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
tree_palm_desert_01_trunk_allface_side|Desert Palm 01 Block Side|||lib_ecology_tree_palm_desert_01_trunk.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_palm_desert_01_trunk_allface_top|Desert Palm 01 Block Top|||lib_ecology_tree_palm_desert_01_trunk_top.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_palm_desert_01_wood|Desert Palm 01 Wood|||lib_ecology_tree_palm_desert_01_wood.png||||||||facedir|0|||||||||||||FALSE|||||choppy 2,oddly_breakable_by_hand 2,flammable 2,wood 1|||wood|||||||||||||||||||
tree_palm_desert_02_leaves|Desert Palm 02 Leaves|||lib_ecology_tree_palm_desert_02_leaves.png||||allfaces_optional|||light|facedir|||FALSE||||||1|||||FALSE|||||snappy 3,leafdecay 3,flammable 2,leaves 1,lib_ecology_leaves 1|1||leaves|||||||||||||||||||
tree_palm_desert_02_sapling|Desert Palm 02 Sapling|||lib_ecology_tree_palm_desert_02_sapling.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE||||||||snappy 2,dig_immediate 3,flammable 2,attached_node 1,sapling 1,lib_ecology_sapling 1|||leaves|||||||||||||||||||
tree_palm_desert_02_trunk|Desert Palm 02 Trunk|||lib_ecology_tree_palm_desert_02_trunk_top.png,lib_ecology_tree_palm_desert_02_trunk_top.png,lib_ecology_tree_palm_desert_02_trunk.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
tree_palm_desert_02_trunk_allface_side|Desert Palm 02 Block Side|||lib_ecology_tree_palm_desert_02_trunk.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_palm_desert_02_trunk_allface_top|Desert Palm 02 Block Top|||lib_ecology_tree_palm_desert_02_trunk_top.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_palm_desert_02_wood|Desert Palm 02 Wood|||lib_ecology_tree_palm_desert_02_wood.png||||||||facedir|0|||||||||||||FALSE|||||choppy 2,oddly_breakable_by_hand 2,flammable 2,wood 1|||wood|||||||||||||||||||
tree_palm_desert_03_leaves|Desert Palm 03 Leaves|||lib_ecology_tree_palm_desert_03_leaves.png||||allfaces_optional|||light|facedir|||FALSE||||||1|||||FALSE|||||snappy 3,leafdecay 3,flammable 2,leaves 1,lib_ecology_leaves 1|1||leaves|||||||||||||||||||
tree_palm_desert_03_sapling|Desert Palm 03 Sapling|||lib_ecology_tree_palm_desert_03_sapling.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE||||||||snappy 2,dig_immediate 3,flammable 2,attached_node 1,sapling 1,lib_ecology_sapling 1|||leaves|||||||||||||||||||
tree_palm_desert_03_trunk|Desert Palm 03 Trunk|||lib_ecology_tree_palm_desert_03_trunk_top.png,lib_ecology_tree_palm_desert_03_trunk_top.png,lib_ecology_tree_palm_desert_03_trunk.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
tree_palm_desert_03_trunk_allface_side|Desert Palm 03 Block Side|||lib_ecology_tree_palm_desert_03_trunk.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_palm_desert_03_trunk_allface_top|Desert Palm 03 Block Top|||lib_ecology_tree_palm_desert_03_trunk_top.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_palm_desert_03_wood|Desert Palm 03 Wood|||lib_ecology_tree_palm_desert_03_wood.png||||||||facedir|0|||||||||||||FALSE|||||choppy 2,oddly_breakable_by_hand 2,flammable 2,wood 1|||wood|||||||||||||||||||
tree_palmetto||||lib_ecology_tree_palmetto_trunk_top.png|||||||||||||||||||||||||||||||||||||||||||||||||
tree_palmetto_leaves||||lib_ecology_tree_palmetto_leaves.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
tree_palmetto_leaves2||||lib_ecology_tree_palmetto_leaves2.png|||||||||||||||||||||||||||||||||||||||||||||||||
tree_palmetto_trunk||||lib_ecology_tree_palmetto_trunk_top.png,lib_ecology_tree_palmetto_trunk_top.png,lib_ecology_tree_palmetto_trunk.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
tree_palm_jungle_01_leaves|Jungle Palm 01 Leaves|||lib_ecology_tree_palm_jungle_01_leaves.png||||allfaces_optional|||light|facedir|||FALSE||||||1|||||FALSE|||||snappy 3,leafdecay 3,flammable 2,leaves 1,lib_ecology_leaves 1|1||leaves|||||||||||||||||||
tree_palm_jungle_01_sapling|Jungle Palm 01 Sapling|||lib_ecology_tree_palm_jungle_01_sapling.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE||||||||snappy 2,dig_immediate 3,flammable 2,attached_node 1,sapling 1,lib_ecology_sapling 1|||leaves|||||||||||||||||||
tree_palm_jungle_01_trunk|Jungle Palm 01 Trunk|||lib_ecology_tree_palm_jungle_01_trunk_top.png,lib_ecology_tree_palm_jungle_01_trunk_top.png,lib_ecology_tree_palm_jungle_01_trunk.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
tree_palm_jungle_01_trunk_allface_side|Jungle Palm 01 Block Side|||lib_ecology_tree_palm_jungle_01_trunk.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
